Mod:Item:MetaData, Localized Name
enderio:block_infinity_fog:0, Infinity Dust
enderio:block_infinity:0, Infinity Dust Block
enderio:block_infinity:1, Compressed Infinity Dust Block
enderio:block_infinity:2, Double Compressed Infinity Dust Block
enderio:block_holy_fog, Glowstone Nano-Particles
enderio:block_dark_steel_anvil:0, Dark Steel Anvil
enderio:block_dark_steel_anvil:1, Slightly Damaged Dark Steel Anvil
enderio:block_dark_steel_anvil:2, Very Damaged Dark Steel Anvil
enderio:block_dark_paper_anvil:0, Dark Paper Anvil
enderio:block_dark_paper_anvil:1, Slightly Damaged Dark Paper Anvil
enderio:block_dark_paper_anvil:2, Very Damaged Dark Paper Anvil
enderio:block_dark_steel_ladder, Dark Steel Ladder
enderio:block_dark_iron_bars, Dark Iron Bars
enderio:block_dark_steel_trapdoor, Dark Steel Trapdoor
enderio:block_dark_steel_door, Dark Steel Door
enderio:block_reinforced_obsidian, Reinforced Obsidian
enderio:block_self_resetting_lever5, Self-resetting Lever (5 seconds)
enderio:block_self_resetting_lever10, Self-resetting Lever (10 seconds)
enderio:block_self_resetting_lever30, Self-resetting Lever (30 seconds)
enderio:block_self_resetting_lever60, Self-resetting Lever (1 Minute)
enderio:block_self_resetting_lever300, Self-resetting Lever (5 Minutes)
enderio:block_self_resetting_lever5i, Inverted Self-resetting Lever (5 seconds)
enderio:block_self_resetting_lever10i, Inverted Self-resetting Lever (10 seconds)
enderio:block_self_resetting_lever30i, Inverted Self-resetting Lever (30 seconds)
enderio:block_self_resetting_lever60i, Inverted Self-resetting Lever (1 Minute)
enderio:block_self_resetting_lever300i, Inverted Self-resetting Lever (5 Minutes)
enderio:block_decoration1:0, Machine Chassis (decoration block)
enderio:block_decoration1:1, Blank Machine (decoration block)
enderio:block_decoration1:2, Machine Tops (decoration block)
enderio:block_decoration1:3, Machine Sides (decoration block)
enderio:block_decoration1:4, Machine Backs (decoration block)
enderio:block_decoration1:5, Machine with sides (decoration block)
enderio:block_decoration1:6, Machine width backs (decoration block)
enderio:block_decoration1:7, Blank Soul Machine (decoration block)
enderio:block_decoration1:8, Soul Machine Tops (decoration block)
enderio:block_decoration1:9, Soul Machine Sides (decoration block)
enderio:block_decoration1:10, Soul Machine Backs (decoration block)
enderio:block_decoration1:11, Soul Machine with sides (decoration block)
enderio:block_decoration1:12, Soul Machine width backs (decoration block)
enderio:block_decoration1:13, Red Machine (decoration block)
enderio:block_decoration1:14, Broken Spawner (decoration block)
enderio:block_decoration1:15, Invisible Block (decoration block)
enderio:block_decoration2:0, Alloy Smelter (decoration block)
enderio:block_decoration2:1, Item Buffer (decoration block)
enderio:block_decoration2:2, Power Buffer (decoration block)
enderio:block_decoration2:3, Omni Buffer (decoration block)
enderio:block_decoration2:4, Creative Buffer (decoration block)
enderio:block_decoration2:5, Crafter (decoration block)
enderio:block_decoration2:6, Painting Machine (decoration block)
enderio:block_decoration2:7, Power Monitor (decoration block)
enderio:block_decoration2:8, SAG Mill (decoration block)
enderio:block_decoration2:9, Slice'N'Splice (decoration block)
enderio:block_decoration2:10, Stirling Generator (decoration block)
enderio:block_decoration2:11, Fluid Tank (decoration block)
enderio:block_decoration2:12, Pressurized Fluid Tank (decoration block)
enderio:block_decoration2:13, Travel Anchor (decoration block)
enderio:block_decoration2:14, Vacuum Chest (decoration block)
enderio:block_decoration2:15, Wireless Charger (decoration block)
enderio:block_decoration3:0, XP Vacuum (decoration block)
enderio:block_decoration3:1, Simple Alloy Smelter (decoration block)
enderio:block_decoration3:2, Simple Stirling Generator (decoration block)
enderio:block_decoration3:3, Wired Charger (decoration block)
enderio:block_decoration3:4, Simple Sagmill (decoration block)
enderio:block_industrial_insulation, Industrial Insulation
enderio:block_end_iron_bars, End Steel Bars
enderio:block_confusion_charge, Confusion Charge
enderio:block_concussion_charge, Concussion Charge
enderio:block_ender_charge, Ender Charge
enderio:block_painted_slab, Painted Slab
enderio:block_painted_stone_slab, Painted Stone Slab
enderio:block_painted_pressure_plate:1, Wooden Pressure Plate (Silent)
enderio:block_painted_pressure_plate:3, Stone Pressure Plate (Silent)
enderio:block_painted_pressure_plate:5, Weighted Pressure Plate (Heavy) (Silent)
enderio:block_painted_pressure_plate:7, Weighted Pressure Plate (Light) (Silent)
enderio:block_painted_pressure_plate:8, Dark Pressure Plate
enderio:block_painted_pressure_plate:9, Dark Pressure Plate (Silent)
enderio:block_painted_pressure_plate:10, Soularium Pressure Plate
enderio:block_painted_pressure_plate:11, Soularium Pressure Plate (Silent)
enderio:block_painted_pressure_plate:12, Soularium Pressure Plate (Tuned)
enderio:block_painted_pressure_plate:13, Soularium Pressure Plate (Tuned) (Silent)
enderio:block_painted_wooden_door, Painted Wooden Door
enderio:block_painted_iron_door, Painted Iron Door
enderio:block_painted_dark_steel_door, Painted Dark Steel Door
enderio:block_exit_rail, Exit Rail
enderio:item_conduit_probe:0, Conduit Probe
enderio:item_yeta_wrench, Yeta Wrench
enderio:item_xp_transfer:0, Experience Rod
enderio:item_cold_fire_igniter, Cold Fire Igniter
enderio:item_coord_selector, Coordinate Selector
enderio:item_location_printout, Location Printout
enderio:item_travel_staff:0, Staff of Traveling
enderio:item_travel_staff:0, Staff of Traveling
enderio:item_rod_of_return:0, Rod of Return
enderio:item_rod_of_return:0, Rod of Return
enderio:item_magnet:0, Electromagnet
enderio:item_magnet:0, Electromagnet
enderio:block_enderman_skull:0, Enderman Head
enderio:block_enderman_skull:2, Tormented Enderman Head
enderio:item_ender_food:0, "Enderios"
enderio:item_basic_item_filter:0, Basic Item Filter
enderio:item_advanced_item_filter:0, Advanced Item Filter
enderio:item_limited_item_filter:0, Limited Item Filter
enderio:item_big_item_filter:0, Big Item Filter
enderio:item_big_advanced_item_filter:0, Advanced Big Item Filter
enderio:item_existing_item_filter:0, Existing Item Filter
enderio:item_mod_item_filter:0, Mod Item Filter
enderio:item_power_item_filter:0, Power Item Filter
enderio:item_soul_filter_normal:0, Soul Item Filter
enderio:item_soul_filter_big:0, Big Soul Item Filter
enderio:item_enchantment_filter_normal:0, Enchantment Item Filter
enderio:item_enchantment_filter_big:0, Big Enchantment Item Filter
enderio:item_fluid_filter:0, Basic Fluid Filter
enderio:item_redstone_not_filter:0, Redstone NOT Filter
enderio:item_redstone_or_filter:0, Redstone OR Filter
enderio:item_redstone_and_filter:0, Redstone AND Filter
enderio:item_redstone_nor_filter:0, Redstone NOR Filter
enderio:item_redstone_nand_filter:0, Redstone NAND Filter
enderio:item_redstone_xor_filter:0, Redstone XOR Filter
enderio:item_redstone_xnor_filter:0, Redstone XNOR Filter
enderio:item_redstone_toggle_filter:0, Redstone Toggle Latch Filter
enderio:item_redstone_counting_filter:0, Redstone Counting Filter
enderio:item_redstone_sensor_filter:0, Redstone Sensor Filter
enderio:item_redstone_timer_filter:0, Redstone Timer Filter
enderio:block_fused_quartz:0, Fused Quartz
enderio:block_fused_quartz:1, Fused Quartz
enderio:block_fused_quartz:2, Fused Quartz
enderio:block_fused_quartz:3, Fused Quartz
enderio:block_fused_quartz:4, Fused Quartz
enderio:block_fused_quartz:5, Fused Quartz
enderio:block_fused_quartz:6, Fused Quartz
enderio:block_fused_quartz:7, Fused Quartz
enderio:block_fused_quartz:8, Fused Quartz
enderio:block_fused_quartz:9, Fused Quartz
enderio:block_fused_quartz:10, Fused Quartz
enderio:block_fused_quartz:11, Fused Quartz
enderio:block_fused_quartz:12, Fused Quartz
enderio:block_fused_quartz:13, Fused Quartz
enderio:block_fused_quartz:14, Fused Quartz
enderio:block_fused_quartz:15, Fused Quartz
enderio:block_fused_glass:0, Quite Clear Glass
enderio:block_fused_glass:1, Quite Clear Glass
enderio:block_fused_glass:2, Quite Clear Glass
enderio:block_fused_glass:3, Quite Clear Glass
enderio:block_fused_glass:4, Quite Clear Glass
enderio:block_fused_glass:5, Quite Clear Glass
enderio:block_fused_glass:6, Quite Clear Glass
enderio:block_fused_glass:7, Quite Clear Glass
enderio:block_fused_glass:8, Quite Clear Glass
enderio:block_fused_glass:9, Quite Clear Glass
enderio:block_fused_glass:10, Quite Clear Glass
enderio:block_fused_glass:11, Quite Clear Glass
enderio:block_fused_glass:12, Quite Clear Glass
enderio:block_fused_glass:13, Quite Clear Glass
enderio:block_fused_glass:14, Quite Clear Glass
enderio:block_fused_glass:15, Quite Clear Glass
enderio:block_enlightened_fused_quartz:0, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:1, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:2, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:3, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:4, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:5, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:6, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:7, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:8, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:9, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:10, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:11, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:12, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:13, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:14, Enlightened Fused Quartz
enderio:block_enlightened_fused_quartz:15, Enlightened Fused Quartz
enderio:block_enlightened_fused_glass:0, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:1, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:2, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:3, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:4, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:5, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:6, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:7, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:8, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:9, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:10, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:11, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:12, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:13, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:14, Enlightened Clear Glass
enderio:block_enlightened_fused_glass:15, Enlightened Clear Glass
enderio:block_dark_fused_quartz:0, Dark Fused Quartz
enderio:block_dark_fused_quartz:1, Dark Fused Quartz
enderio:block_dark_fused_quartz:2, Dark Fused Quartz
enderio:block_dark_fused_quartz:3, Dark Fused Quartz
enderio:block_dark_fused_quartz:4, Dark Fused Quartz
enderio:block_dark_fused_quartz:5, Dark Fused Quartz
enderio:block_dark_fused_quartz:6, Dark Fused Quartz
enderio:block_dark_fused_quartz:7, Dark Fused Quartz
enderio:block_dark_fused_quartz:8, Dark Fused Quartz
enderio:block_dark_fused_quartz:9, Dark Fused Quartz
enderio:block_dark_fused_quartz:10, Dark Fused Quartz
enderio:block_dark_fused_quartz:11, Dark Fused Quartz
enderio:block_dark_fused_quartz:12, Dark Fused Quartz
enderio:block_dark_fused_quartz:13, Dark Fused Quartz
enderio:block_dark_fused_quartz:14, Dark Fused Quartz
enderio:block_dark_fused_quartz:15, Dark Fused Quartz
enderio:block_dark_fused_glass:0, Dark Clear Glass
enderio:block_dark_fused_glass:1, Dark Clear Glass
enderio:block_dark_fused_glass:2, Dark Clear Glass
enderio:block_dark_fused_glass:3, Dark Clear Glass
enderio:block_dark_fused_glass:4, Dark Clear Glass
enderio:block_dark_fused_glass:5, Dark Clear Glass
enderio:block_dark_fused_glass:6, Dark Clear Glass
enderio:block_dark_fused_glass:7, Dark Clear Glass
enderio:block_dark_fused_glass:8, Dark Clear Glass
enderio:block_dark_fused_glass:9, Dark Clear Glass
enderio:block_dark_fused_glass:10, Dark Clear Glass
enderio:block_dark_fused_glass:11, Dark Clear Glass
enderio:block_dark_fused_glass:12, Dark Clear Glass
enderio:block_dark_fused_glass:13, Dark Clear Glass
enderio:block_dark_fused_glass:14, Dark Clear Glass
enderio:block_dark_fused_glass:15, Dark Clear Glass
enderio:item_soul_vial, Soul Vial
enderio:block_detector_block:0, Block Detector
enderio:block_detector_block_silent:0, Block Detector (Silent)
enderio:item_dark_steel_helmet, Dark Helm
enderio:item_dark_steel_chestplate, Dark Plate
enderio:item_dark_steel_leggings, Dark Leggings
enderio:item_dark_steel_boots, Dark Boots
enderio:item_dark_steel_shield, Dark Shield
enderio:item_dark_steel_sword, The Ender
enderio:item_dark_steel_pickaxe, Dark Pick
enderio:item_dark_steel_axe, Dark Axe
enderio:item_dark_steel_bow, Dark Bow
enderio:item_dark_steel_shears, Dark Shears
enderio:item_dark_steel_treetap, Dark Treetap
enderio:item_dark_steel_crook, Dark Crook
enderio:item_dark_steel_hand, Dark Backhoe
enderio:item_inventory_charger_simple, Simple Inventory Charger
enderio:item_inventory_charger_basic, Basic Inventory Charger
enderio:item_inventory_charger, Inventory Charger
enderio:item_inventory_charger_vibrant, Vibrant Inventory Charger
enderio:item_end_steel_sword, The Ender Mk2
enderio:item_end_steel_pickaxe, Ender Pickaxe
enderio:item_end_steel_axe, Ender Axe
enderio:item_end_steel_bow, Ender Bow
enderio:item_end_steel_helmet, Ender Helm
enderio:item_end_steel_chestplate, Ender Plate
enderio:item_end_steel_leggings, Ender Leggings
enderio:item_end_steel_boots, Ender Boots
enderio:item_end_steel_shield, Ender Shield
enderio:item_staff_of_levity:0, Staff of Levity
enderio:item_staff_of_levity:0, Staff of Levity
enderio:item_dark_steel_upgrade:0, Blank Dark Steel Upgrade
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Micro Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Micro Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Mini Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Mini Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Pocket Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Pocket Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Carpeting"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Carpeting"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Depth"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Depth"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Direct"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Direct"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Elytra"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Elytra"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Glider"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Glider"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Fork"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Fork"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory III"
